Lines_of_Code,Cyclomatic_Complexity,Num_Functions,Code_Churn,Comment_Density,Num_Bugs,Has_Unit_Tests,Code_Owner_Experience,Quality_Label
5343.0,43,57,95.97111824099531,0.42294323273098133,4,Yes,9,Low
6926.0,39,148,22.678223330150146,0.3416056273795383,3,No,7,Low
4185.0,15,181,110.02079561024084,0.7239003232872642,6,No,7,High
6217.0,23,137,96.29216543589395,0.6302307886532601,2,Yes,7,Medium
,41,110,26.308150407452942,0.37512275112288684,1,No,5,High
8229.0,15,81,76.13308873989935,0.21899121086644868,2,Yes,1,Medium
4410.0,26,98,106.65986279137783,,3,Yes,5,Medium
9182.0,12,64,122.2590271449071,0.44310818051546486,5,No,8,Medium
2976.0,18,115,179.16508271809056,0.4425880988089631,3,No,7,Low
9923.0,6,59,160.89374017812258,0.4215335803863314,5,Yes,7,Low
2126.0,18,95,65.24746082912169,0.1438502556008232,1,Yes,2,Medium
5656.0,24,167,64.63761098683594,,4,Yes,1,Medium
,38,46,28.468016823723048,0.8525872875207763,2,No,4,Low
5341.0,28,73,49.51304933833936,0.26232966267266666,3,Yes,8,Low
5769.0,15,28,143.007770502952,0.23109160908470747,3,No,1,Medium
5499.0,19,122,20.544179085818385,0.5246659497203301,2,Yes,2,Medium
9033.0,5,187,92.25358981763223,0.4335427109350103,3,No,7,High
3108.0,4,146,84.9224978982507,,3,No,5,Low
7595.0,17,59,62.10830251135619,0.9523668786966903,3,No,6,Low
3762.0,10,19,34.8841043848695,0.7847976252995242,8,Yes,8,Medium
5520.0,12,9,5.282440228930838,0.718352337863168,6,Yes,9,High
3011.0,5,105,35.33367205902874,,1,Yes,8,Low
6997.0,7,136,95.84479565137761,0.3586238527434714,3,No,1,High
5585.0,44,34,129.88286692752584,0.5862376929662928,3,No,4,High
5938.0,23,57,180.59657528763358,0.896899174895154,2,No,5,Low
873.0,2,77,116.72416714124898,0.8890682594602344,2,No,9,Medium
2244.0,30,34,129.63881817605858,0.5009634538742954,2,No,6,High
9284.0,49,108,180.41080232044771,0.32159831791288296,8,No,6,Medium
6080.0,45,109,116.91646050908918,0.30281000522578816,3,No,3,Low
6497.0,37,112,149.15394054066002,0.13058957508343794,2,Yes,2,High
8241.0,5,88,81.02040577203768,0.8583978216663518,5,No,2,Medium
3337.0,20,96,136.062554438598,0.33835423044995916,3,No,7,High
8295.0,26,193,110.49987428386748,0.42309922690555,3,No,5,High
5682.0,44,75,87.9078004157333,0.828294526840658,3,No,1,High
6388.0,44,72,177.36011081656932,,1,No,5,Low
8456.0,39,59,39.84542856166382,0.5151106709328696,2,Yes,1,Medium
1997.0,6,103,57.00444021293955,0.2101072419291996,2,No,9,High
5533.0,29,101,158.88023388086364,0.49766371256019215,6,No,8,Medium
2667.0,10,75,148.55745287833372,,3,No,4,Low
8230.0,16,77,,0.5658605434121096,1,Yes,1,High
5817.0,34,174,116.98468448631328,0.8161387471642498,2,No,8,High
6852.0,31,81,125.86920064553371,0.7086670073120354,2,No,5,High
2659.0,36,161,,0.5582521086196605,2,Yes,1,Medium
9630.0,41,167,112.05780500810152,0.8458828409342398,2,No,2,Medium
4737.0,5,177,57.976445994103834,0.3050091774632737,6,No,5,High
712.0,33,112,161.9115985766539,0.8477166564858508,3,Yes,9,Medium
7846.0,43,94,89.79743012541954,0.3487271316293585,3,Yes,8,Medium
1984.0,19,103,50.47114342441624,0.42623770708068565,5,Yes,8,High
4124.0,32,161,106.70484794564973,0.21558718149444323,2,No,9,High
3234.0,23,7,117.16065489735561,0.191579280725997,2,No,2,High
9347.0,3,189,119.7677467841322,0.9389003669070219,1,No,7,Low
1722.0,1,198,148.63926519649604,0.27098042246647963,4,No,5,High
3382.0,36,123,81.00958099490163,0.3999665395557529,2,No,3,High
2710.0,41,154,96.74215519696138,0.5762365290549399,2,Yes,8,High
3169.0,28,115,57.80235891149187,,2,No,2,High
6586.0,48,159,111.68592019391907,0.8831199550409011,1,Yes,4,High
1355.0,39,26,57.06751854966347,0.9106432871020951,5,No,5,High
2760.0,5,120,70.50416708296032,0.3933914116541686,5,Yes,5,High
9334.0,13,117,149.17256951441735,0.18282492655004212,1,Yes,4,High
4552.0,11,181,106.82399118940711,0.28914241060645934,0,No,3,Low
9734.0,46,28,171.22829703351584,0.5269536286615575,1,Yes,3,Medium
7202.0,22,31,158.83587641312823,0.3596329380103551,0,No,5,Low
4276.0,49,40,110.78719278152562,0.5081250137783905,1,No,6,Low
3786.0,23,111,,0.7828331497487854,2,Yes,1,High
5337.0,12,149,88.07521209035541,,3,Yes,4,High
7761.0,21,60,152.19537039321457,0.2772977105871448,2,No,6,High
890.0,19,14,118.15622270525071,0.42217087652643914,3,No,2,High
8516.0,5,58,145.47804666188912,0.7686830963336798,3,No,5,Medium
3134.0,24,85,67.65677381402124,0.4816559081924001,2,No,9,Medium
325.0,30,112,31.946330001192962,0.3245840676739348,3,Yes,3,Low
5448.0,8,170,125.11272979393497,0.4846704752865987,4,No,3,Medium
6566.0,2,85,135.1396554290544,0.5093260189143938,4,Yes,9,Low
3279.0,49,131,103.75947890903934,0.36673948429934344,1,No,3,High
9103.0,34,102,128.93081988689704,0.996116580273735,3,No,4,Low
4323.0,23,136,57.4000039572228,0.7908634169997916,5,No,9,Low
7620.0,3,182,146.9649001678247,0.7232094882586838,9,Yes,4,Medium
4166.0,24,65,158.58593557598851,0.8693802861131297,3,Yes,5,Low
4462.0,18,153,151.03408922479798,0.6997772761889014,4,Yes,2,High
5123.0,47,40,106.19842830777425,0.8118823087496009,4,No,8,High
4409.0,37,106,,0.47127308006685065,4,No,9,High
346.0,49,50,42.85659382342356,0.550334592918395,1,Yes,4,High
5837.0,31,99,128.6736068457572,0.14229674497256445,2,No,3,Medium
1718.0,14,75,135.82250460173023,0.3525817522679342,1,Yes,4,Low
8712.0,1,48,,0.4312111683099844,5,Yes,7,Low
5260.0,14,68,52.9815026133406,0.6629232028773967,3,No,1,Low
1471.0,41,150,111.46790296924955,,1,Yes,2,Low
7828.0,5,17,,,3,No,5,High
4338.0,31,17,2.130031616366267,0.7419946010624936,3,No,9,Medium
2712.0,31,29,41.114303983594034,0.13844680090090347,4,Yes,6,Low
2180.0,30,9,158.06290866549546,0.33244997230325307,4,No,3,Low
6019.0,36,132,80.10427906932586,0.25381348529025916,2,Yes,3,Medium
4424.0,1,43,152.806526599956,0.26870960725387416,0,Yes,7,Low
7897.0,3,161,157.182540540854,0.5528128560687924,5,Yes,3,Medium
2835.0,20,112,127.31203793066538,0.7659808988499327,2,No,3,Low
6183.0,43,189,69.2784434749648,0.3454993305328396,0,Yes,7,Medium
7452.0,48,178,147.2117290242807,0.8420043143221411,3,No,9,Low
9121.0,43,165,110.67781613006566,0.9032108654877165,0,Yes,9,High
3158.0,21,142,102.23339668125418,0.4154804848183171,2,No,3,Low
9141.0,30,190,54.41965247874291,0.7132208850588027,4,Yes,8,High
5434.0,42,29,,0.2053443646765973,2,Yes,1,Medium
1253.0,44,78,55.14724523628755,0.7696254569372397,7,No,8,High
5040.0,30,43,147.9565084480093,0.24852148792895692,0,Yes,2,Low
3179.0,5,20,176.71846356250947,0.7186742233939187,1,Yes,4,High
502.0,10,192,146.1842716243749,0.479710003114166,2,No,7,High
3075.0,24,160,109.94614384524263,0.9356106894566867,1,No,6,Low
9894.0,45,176,84.6581120318836,0.5180145236491576,1,Yes,9,Medium
7636.0,39,190,123.8208093157334,0.12781253572083526,3,Yes,8,High
,48,36,79.14619931696993,0.5326021326213073,2,No,2,Low
6860.0,6,67,98.43190641258876,,3,Yes,4,High
1080.0,10,97,58.9266034279963,0.6823758977981649,1,No,1,Medium
6780.0,42,49,132.53204211986014,0.9696836769532066,3,No,7,Medium
2484.0,43,57,135.04541269768055,0.8589452410582712,2,Yes,4,Medium
9090.0,10,193,145.44278179965954,0.5738964966078066,3,No,8,High
1466.0,25,54,127.88928043702839,0.2858685090448583,2,No,2,Low
3038.0,14,159,124.39850702948476,0.10339716683991076,7,Yes,8,Medium
1362.0,47,30,47.80889836597303,0.9824521573012314,4,Yes,2,Low
7759.0,39,135,,0.9444877284724031,7,Yes,8,Medium
6287.0,13,94,116.55280965421048,0.3467295946676736,2,Yes,1,High
8595.0,11,43,155.0448948616226,0.6743942076013544,1,No,2,High
9985.0,39,197,86.63842325427844,,4,No,5,Medium
2416.0,11,167,100.28043917275782,0.6202121149293355,2,No,1,Low
8009.0,46,57,100.79980393886143,0.858665507354288,5,Yes,5,Low
1021.0,49,178,7.835583086424279,0.1700421835888124,2,No,5,Medium
7214.0,16,26,112.02122093474046,0.9068446307351921,2,Yes,7,High
6674.0,33,192,72.50739859469606,0.45281711004984293,1,No,2,Low
8712.0,41,138,130.55402154469783,0.5326210194173123,1,Yes,2,Low
5629.0,41,56,98.43313550364299,0.500260285379505,5,Yes,6,High
3909.0,32,79,91.03687321647621,0.5781576006724194,2,No,3,Low
1266.0,10,77,92.12604805608278,0.6383516246971781,3,Yes,8,Medium
8831.0,15,33,83.64901773209664,0.7393090896812727,2,No,3,High
6368.0,16,175,31.92258291249891,0.5724463051676837,4,No,4,Medium
5431.0,43,126,147.66742806673636,0.7162959304080012,3,No,7,High
5129.0,27,166,68.30480266130645,0.4044676992316305,5,No,1,Medium
1560.0,49,163,76.61238782450795,,2,Yes,1,Medium
4787.0,45,90,103.95327272132543,0.15807791781979225,2,No,9,Medium
5457.0,32,50,44.222350556426285,0.5909865477049842,4,No,6,Low
4839.0,6,8,75.04601206470082,0.1786565584195432,3,No,5,Low
427.0,47,6,195.8246509245122,0.49849033243323737,2,Yes,2,Medium
5338.0,48,137,116.8367182344888,0.3318241218875469,3,No,2,Medium
8643.0,36,50,57.109858691724575,0.9432131046243828,2,Yes,7,High
5232.0,8,83,-4.066985766583045,0.11176784774734908,7,No,6,Low
4832.0,25,151,150.0697121466246,0.45208326802731136,2,No,8,Medium
,7,170,49.39583604035498,0.803838474736259,5,No,3,Low
5391.0,17,63,72.85651200483485,0.2696152713863192,2,No,3,High
8525.0,48,76,79.18828590187502,0.8340293841996276,2,No,5,Medium
3222.0,30,24,54.34353468583266,0.8737525790423414,5,Yes,4,Low
4976.0,2,57,96.18818433608492,0.737202699681193,3,Yes,8,High
2828.0,17,111,72.42944089507452,0.28816226418355373,5,No,6,Medium
9224.0,4,59,,0.34483479092340613,2,No,8,Low
8095.0,26,171,107.02758488258978,0.2502412558258258,3,No,7,High
1923.0,14,125,171.60642700787506,0.26565736348125973,0,Yes,2,High
3600.0,8,168,172.61759207736475,0.1328430668278378,3,No,9,Low
4173.0,5,190,52.25915552861303,0.8715835730784398,3,Yes,6,Medium
9152.0,5,19,83.6492398368587,0.5756520586850522,4,No,6,Low
1330.0,5,5,,0.3949833014983465,2,No,2,High
4495.0,27,99,42.07702534890764,0.36061929645706725,2,No,9,High
6151.0,5,141,139.88126425892347,0.5902266668028278,3,Yes,1,Medium
1576.0,3,155,127.399894096816,0.39401633961095417,7,No,6,Low
2123.0,38,184,57.55251393458225,0.8773461775093132,3,Yes,8,Medium
2696.0,30,158,59.96505942251201,0.2898616915332197,0,No,2,Medium
7940.0,1,192,192.2471931100722,0.8940716122715674,4,Yes,3,High
7221.0,8,22,191.24763116384,0.6976832077030862,3,Yes,7,Low
2530.0,13,109,121.49578202115522,0.9609662984094731,5,No,1,Low
8054.0,20,190,30.689783707918167,0.1135965174721241,6,Yes,5,High
7043.0,6,69,162.8428934852945,0.15318600914004085,3,No,6,High
633.0,48,81,30.478235261165025,0.5508051345429159,3,No,7,Low
1356.0,8,120,135.759951265326,0.9211409470288435,3,No,7,Medium
1757.0,30,73,19.036886292994964,0.7577154563771306,4,No,3,Medium
9444.0,49,146,100.3809251693287,0.6599223392674,1,Yes,7,Low
1852.0,40,178,144.2490391451195,0.1284419400941654,4,No,1,Medium
,15,79,-41.267920551571706,0.4187474095713484,4,Yes,4,Medium
6813.0,10,164,73.58104447743185,0.41126760361257153,5,No,7,High
3078.0,33,55,,0.5878771140339152,2,Yes,7,Medium
4432.0,9,19,82.79097767455046,,2,No,4,High
3753.0,49,185,66.44627122867325,0.34044014365998404,2,Yes,1,Medium
3113.0,33,73,93.32622653287225,0.6587747200690834,4,No,8,Low
,9,19,151.8761911568434,0.9501107889827409,1,No,4,High
7752.0,14,34,168.44774534894628,0.6941611932730257,4,No,2,Low
,32,82,135.25105823368423,0.7013171115829316,0,Yes,4,High
4966.0,37,156,177.6680630607184,0.987593332049304,7,No,8,Medium
1864.0,6,39,73.2609714524617,0.2381303503628111,2,No,8,Low
1222.0,5,73,129.83923285972102,0.13045129678032438,6,Yes,5,High
3930.0,4,144,49.057672960693466,0.7709625556716684,0,Yes,2,Low
6800.0,48,50,246.55622242189241,0.4949086898708849,2,No,7,Low
3058.0,16,130,105.00735313474699,0.48594101927680566,5,Yes,3,Medium
9714.0,10,168,140.20534655194083,0.3027730387267291,3,Yes,6,High
1640.0,31,89,11.876754613268304,0.5561767364671347,2,No,9,Medium
8814.0,31,52,139.06672729560557,0.49795510935238596,3,Yes,5,Low
5567.0,14,71,105.68496195148836,0.41090500706169575,2,Yes,9,High
,13,186,123.20524500970282,0.49847064340457703,4,Yes,4,Low
5770.0,4,93,100.67860910123254,0.4454512936506009,2,No,9,Low
1838.0,46,168,94.01014162746455,,3,Yes,1,High
4289.0,26,56,84.59257128870411,0.9822264917282518,2,No,4,Low
2633.0,24,26,95.51712110446414,0.8559108392605786,2,No,1,High
5369.0,9,170,173.4137629228644,0.9913726819109124,6,Yes,9,High
8790.0,35,103,81.63083552892265,0.339147486126262,4,No,8,High
2518.0,42,194,212.93918767597592,0.8586325989270457,1,No,8,Low
5176.0,15,197,,0.46596611071235894,5,No,7,Medium
584.0,24,135,169.99835148802367,0.771522757999978,2,No,9,Low
764.0,31,92,157.19630528776295,0.28125337656742594,1,Yes,3,Low
3554.0,19,140,21.82815593867474,0.8307604807671766,1,No,7,High
727.0,2,122,32.40661662838963,0.17511798354122757,1,No,6,Medium
,2,43,66.08846133963864,,0,No,5,High
9023.0,41,22,22.81581473443876,0.83975735516244,3,Yes,9,Low
4387.0,36,109,79.34689070000994,0.7724432996396663,4,Yes,4,Medium
9536.0,37,135,101.40589777992439,0.5511220794921603,4,No,3,High
5266.0,34,150,132.43047333944648,0.705513496861188,8,No,3,Low
3974.0,39,84,109.02882072888394,0.2670166220463367,2,Yes,2,Low
9431.0,19,121,100.26198923036301,0.7009872601116519,1,Yes,1,Medium
4640.0,38,5,151.187064502653,0.10717855060734328,4,Yes,3,Low
7576.0,23,121,144.49415877091917,0.8498942806433555,3,No,8,Low
807.0,16,132,195.39206232221966,0.5646588471990492,5,Yes,6,Low
8724.0,46,30,109.33119220437477,0.9494906064486236,2,Yes,2,Low
8764.0,44,184,-20.548909927384145,0.5303478405905037,4,No,8,Medium
147.0,6,16,121.35993088288406,0.48977855409370696,1,No,5,Low
2014.0,26,42,213.45156068334944,0.5050475311580327,6,Yes,4,Low
1205.0,22,89,151.29930469405963,0.42375575824776646,4,No,1,Low
3280.0,45,173,162.76500347269132,0.2500075754583886,5,No,1,Medium
8649.0,47,57,,0.8578564542509551,3,No,4,Medium
667.0,24,17,145.6568324463246,0.4501768669824654,2,Yes,9,High
8771.0,46,132,165.39642661790674,0.5761975853699727,2,No,6,Medium
966.0,40,80,83.2874842523543,0.11789822481709279,1,No,1,Low
1128.0,21,17,74.96085251667621,0.15422848544259918,4,No,8,Medium
1913.0,30,150,122.73515310130036,0.63746490653006,3,No,9,Medium
3828.0,11,151,148.46307651357355,0.8913052742622479,2,No,2,Medium
5613.0,9,151,-37.76845156307087,0.5440562452234671,2,No,6,Low
3626.0,12,52,90.26103165121347,0.248477122544557,1,No,7,High
4903.0,26,75,2.3272875217161584,0.20451458292937202,1,No,1,High
6669.0,38,160,93.87113855887517,0.9098092012536315,1,No,5,High
1150.0,3,96,,0.7314740686137313,5,Yes,5,High
8418.0,33,151,68.79908204007837,0.9695759990603114,1,No,3,Medium
6378.0,15,90,85.69578620643018,0.17411375920950967,3,No,2,High
1752.0,47,87,133.09678840138403,,1,No,1,Medium
,5,52,149.68926668210824,0.8610690812741343,2,No,6,Medium
4808.0,24,33,147.80833165304267,0.9038666646317384,1,No,7,High
9576.0,11,180,101.86589757544084,0.10518666094642559,2,No,2,Low
5418.0,33,23,128.52334203087156,0.7677131324744753,4,Yes,2,High
5959.0,23,103,126.32916634251005,,2,No,5,High
6715.0,10,51,64.81271489019228,0.6158614903825778,2,No,5,Medium
8470.0,43,93,12.447731407645406,0.5222817886174801,2,Yes,3,Medium
6693.0,28,64,55.14878640365868,0.7684092259733973,0,Yes,3,High
3695.0,39,180,,0.9998553614287642,3,Yes,1,High
5010.0,17,152,210.66065925936985,0.7394845233467471,1,No,3,Low
3354.0,44,151,95.44907968731121,0.7102453744353906,5,No,9,Low
4553.0,26,46,170.00900237840952,0.6889939441120728,2,No,2,Low
2523.0,25,81,85.13009127431732,0.7256905028626218,3,No,1,Medium
8208.0,36,80,117.45165578576308,0.40790122068774926,2,No,9,Low
4897.0,12,181,69.28975141262654,0.3881977692997769,0,No,5,Medium
7081.0,3,147,150.72742689988152,0.8059041804434557,3,Yes,8,Medium
8037.0,29,192,68.06920567033426,0.147779215617669,3,No,4,High
6781.0,44,72,55.36932504795718,0.7833229643830455,3,No,8,Low
,24,83,102.3375494153421,0.8324574266526117,3,Yes,5,High
4277.0,19,159,140.83832093951594,0.569438163627641,4,No,6,High
3529.0,13,79,108.18265559541777,0.9191332858717137,0,Yes,6,Medium
284.0,16,187,76.54866325172652,0.5257786934324661,4,Yes,6,Low
3233.0,40,91,55.016093919170665,0.26027800128626,6,Yes,2,High
5078.0,27,19,15.655413892090621,0.42525878383600557,3,Yes,9,Medium
8798.0,6,184,77.18734563566986,0.9152807553379776,2,No,7,High
6237.0,42,163,92.35430821005305,0.9943644594919483,1,No,3,Low
2032.0,10,94,127.69802792825342,0.4796685702905351,3,No,2,Medium
6274.0,38,11,,0.2501618910342921,7,No,4,Low
5512.0,8,17,133.40937998684507,0.35769635221072404,4,No,8,High
1296.0,18,186,70.2920785795807,0.5979667082625676,2,No,9,Medium
5347.0,32,17,74.31147025590833,0.6148863264494319,3,Yes,2,High
4281.0,17,152,162.4359883316252,0.667053466024222,1,Yes,6,High
1438.0,42,14,-23.867420313574144,0.8518180353152922,3,Yes,8,Low
6271.0,2,128,38.6585530393872,0.7400927365192249,4,Yes,3,Medium
2720.0,44,184,102.28227791782948,0.33475620385225624,3,Yes,9,High
6646.0,20,169,99.75145021406694,0.45553965462640034,2,No,4,Low
8974.0,10,184,14.900774468221556,0.8558349254236122,3,No,5,Low
6031.0,9,130,75.28964755699724,0.6700444035451399,2,Yes,7,Medium
,48,31,147.90075918663499,0.24977624342025118,5,Yes,5,High
9709.0,39,166,41.858478314781934,0.39298492367228666,5,No,4,Medium
118.0,41,104,154.03761384491796,,3,No,4,Medium
6071.0,25,194,64.1919871465854,0.25488471099104254,2,No,5,High
564.0,25,20,6.353797015793461,0.7219455874487015,5,No,3,Medium
8982.0,24,63,140.9542759619826,0.6071828826084158,3,No,9,Medium
9302.0,6,25,112.53458878874767,0.23272741576103062,3,Yes,2,Medium
5410.0,30,20,26.70316871880668,0.7199910316278427,2,Yes,7,Low
8179.0,10,17,72.86105102562905,0.22811407358965274,2,Yes,4,High
4120.0,39,37,186.24815408519015,0.4585920211987131,1,No,8,Medium
262.0,31,186,132.9176171222225,0.3777039320720683,3,Yes,7,Low
9927.0,18,73,155.7693029632614,0.7210089574182618,3,Yes,8,Low
394.0,43,159,43.084116578772246,,2,Yes,4,Medium
8870.0,33,56,161.26392258334934,0.25148492376032217,3,No,2,High
7340.0,19,69,28.802349509013652,0.8307970683390475,3,No,7,Low
6944.0,23,48,30.3840399323998,0.10649265039510204,4,No,9,Medium
1685.0,5,162,141.75596567424265,0.5770526926082797,2,No,6,High
3480.0,26,155,33.445978552532324,0.5651100008872065,6,Yes,7,High
5527.0,29,83,175.87804772610644,,3,Yes,6,Medium
6912.0,24,20,37.37950610583086,0.3157304773012075,2,No,2,Low
,6,187,,0.10887114693718129,2,No,9,High
9133.0,39,22,157.65857817753707,0.5092866245272595,2,No,5,High
6443.0,4,21,68.96239451155556,0.16426559013242908,3,Yes,3,High
3031.0,48,56,139.75774122525354,0.9029744981261814,1,No,4,High
7141.0,42,177,44.33068180352182,0.2562996931202561,2,Yes,4,Low
5799.0,26,60,86.16996302372267,0.48270967074879456,3,No,9,Low
8737.0,15,97,137.04324581284135,0.4906003512163454,5,No,5,Medium
8371.0,13,186,57.713794102327874,0.5975781830543843,1,No,2,Medium
4940.0,40,13,151.1363422678998,0.8042791138933575,4,Yes,6,Low
7736.0,22,149,81.98572462093608,0.5249333354579017,6,No,7,Medium
1960.0,13,31,106.00455840623286,0.1231779404984258,0,Yes,8,High
5661.0,39,41,49.866873923411426,0.7939993700575806,3,Yes,5,Low
1030.0,17,26,61.48191288803785,0.17395598315880234,3,No,8,High
2034.0,36,76,57.79288223833986,0.6773979630329777,0,Yes,8,Low
4467.0,39,199,69.55133649901359,0.8230865577867059,4,No,4,Low
2271.0,48,170,177.31015259239302,0.3544211552329394,4,No,7,Medium
3394.0,25,103,156.0394957299788,0.5041958335156281,2,No,9,Low
4847.0,34,76,122.58997888443645,0.11290225796723496,2,No,4,Medium
4492.0,21,176,67.06908821301649,0.8234876796308969,5,Yes,9,Low
,25,127,57.896052269560336,0.7329349809287373,1,Yes,4,High
2934.0,25,95,51.51928539911164,0.30824865494905873,5,No,1,High
9946.0,22,40,84.80831312827507,0.4512035780792104,1,No,4,High
7216.0,23,102,114.0064607283743,0.7257848516210003,4,Yes,2,High
3028.0,25,157,130.71357788042656,0.42234680966608606,3,Yes,6,High
7525.0,14,46,100.72040832910454,0.24617329800192983,4,Yes,8,High
5850.0,14,115,128.27240603339345,0.5666549759901174,4,Yes,6,Low
6594.0,26,17,146.79756524103212,0.7512108132577958,0,No,9,Medium
1772.0,40,188,81.4121966244636,0.38872855630265124,0,Yes,6,Low
8290.0,30,83,154.91900702545053,0.20959504448001204,2,Yes,7,High
7544.0,26,122,,0.846589745630779,5,No,5,High
4450.0,38,183,129.319095847928,0.3275216798024108,2,No,8,Low
1387.0,22,182,101.59820456246933,0.5615334586959458,2,Yes,2,Medium
6710.0,39,56,,0.7222088345403187,2,No,2,Medium
9350.0,39,165,81.60992657437937,0.38536768035479874,2,Yes,8,Medium
8893.0,34,99,162.36605442037757,0.6837728836351765,4,No,6,Medium
,25,157,,0.5137385557973755,5,Yes,2,High
5287.0,36,116,169.37291134251575,0.6133929896114615,4,No,6,High
230.0,13,62,169.7016033134615,0.6315184932552484,2,Yes,8,Medium
8144.0,29,172,122.55560438214096,0.8417356182071976,4,No,6,Low
8402.0,42,91,84.35816913405938,0.6906936460918028,3,Yes,9,Low
2834.0,9,170,58.11133021234946,0.33787602296596947,1,No,6,High
9122.0,15,7,0.2813851632416515,,5,No,3,Low
8957.0,31,120,126.99390593521859,0.10178698966761947,2,No,9,High
1166.0,44,20,44.42524751615257,0.9139756462902959,4,No,5,High
5070.0,27,134,51.42583886455957,0.9478990466219857,2,No,6,Medium
,31,27,127.55039159168038,0.18470033889820114,1,Yes,4,Medium
1417.0,10,102,78.5057499716294,0.5383482564540233,3,No,3,Medium
384.0,37,162,,0.23643568311448102,1,No,5,Medium
7066.0,7,14,123.0291330791885,0.9538741780336761,0,Yes,3,Medium
7894.0,32,69,,0.32214926514027137,0,Yes,2,Medium
4214.0,11,26,109.92868358967014,0.551482386037299,3,No,6,Low
147.0,48,56,72.51926732465982,,5,No,8,Medium
6238.0,45,115,96.24608782983704,0.3994849760527561,2,No,3,Medium
4961.0,28,188,71.10656952400956,0.3401257248344628,4,Yes,6,High
3359.0,4,165,193.98772919257766,0.527883438674967,2,No,9,High
7942.0,48,84,118.6116797240456,0.47780376581993367,4,Yes,1,Medium
3515.0,45,162,129.23338395751236,0.3977180151403378,2,Yes,3,High
6550.0,31,156,167.62509546149423,0.1952898558835709,3,Yes,2,Low
8859.0,29,137,57.617515385293174,0.5360383198062534,7,No,8,Low
6264.0,33,57,28.67556470685672,,5,No,9,Low
7887.0,4,187,98.86296103141272,0.7572010029270094,3,No,6,Low
4165.0,47,27,28.816058889326186,0.7485173957464025,0,No,3,Medium
181.0,26,110,79.4447205200367,0.4294825630707778,1,Yes,8,Low
3105.0,31,95,-8.945640383187566,0.7375771726138463,3,No,7,Low
8508.0,31,123,32.41589822120373,0.5189783332599268,3,Yes,2,Low
434.0,27,142,161.14650123090166,0.23524848175435237,1,No,7,Low
8850.0,25,124,120.23184389881207,0.4771447749802459,3,Yes,1,High
9165.0,48,165,189.88257410031818,0.21946476792843772,1,No,8,Low
9044.0,36,97,98.44309651653445,0.2030345370158823,2,No,5,Low
8885.0,49,66,96.52338964783151,0.12075337761184966,2,Yes,9,High
7168.0,31,86,110.77373077643317,0.3545688708724749,3,No,3,High
9970.0,43,159,279.434064234949,0.39778730581775035,4,No,7,Medium
3997.0,37,11,152.63023683761435,0.7294993416446434,6,Yes,8,High
8058.0,45,104,57.9697692980928,0.5842043063963053,2,Yes,1,High
8201.0,44,159,120.36710750135174,0.8726047408479808,3,Yes,6,High
4748.0,23,78,107.62828582646767,,1,Yes,2,Low
9774.0,35,142,136.0452511676333,0.33936098127383263,4,No,8,Medium
882.0,4,61,193.66100066386534,0.9469685000290742,6,No,6,Medium
3686.0,28,34,129.3887792455253,0.49964072300183293,2,Yes,3,Low
3894.0,42,7,81.46203284257335,0.8101458487437901,2,No,4,Medium
9275.0,41,161,193.21744594488734,0.5429508837845403,2,No,7,Low
5697.0,42,18,34.706335024494905,0.5239770913231728,2,Yes,9,High
7150.0,13,81,86.44203338707612,0.23330465922667815,5,Yes,2,Low
5151.0,1,87,145.07292794895244,0.8660796498537275,3,No,9,Low
842.0,12,157,60.474864207904155,0.17051975249287116,4,No,6,High
4644.0,43,142,97.41123786159068,0.37923498518773735,5,Yes,2,High
4455.0,40,83,64.93383291092354,0.7061212645481615,6,Yes,8,Medium
3708.0,26,181,98.08302423594067,0.5565317957272269,5,Yes,4,Low
3371.0,46,42,65.02005126559247,0.8932404942743826,1,No,8,High
2610.0,46,146,103.95223864476888,0.13536815750912434,5,Yes,7,Medium
,23,162,83.5188738407014,0.6844667675497572,2,Yes,7,Low
6155.0,49,44,166.3620635903539,0.5297189235644124,2,No,7,High
1475.0,22,144,119.27498078768654,0.23888064112088586,2,Yes,2,High
9423.0,28,146,136.90648955296234,0.7689267164013341,3,Yes,8,Low
2616.0,17,133,107.21551031810891,,4,Yes,2,High
6338.0,6,72,78.27890720562095,0.5784237138130152,2,No,3,Low
190.0,14,53,116.74003196741396,0.9705394597267974,3,No,7,Low
1579.0,17,22,110.13964033094443,0.5376070729226697,2,Yes,7,Low
1054.0,38,168,-21.07063191567802,0.8410355790027785,5,No,7,High
8314.0,5,68,101.67765295734316,0.7926197710071199,2,Yes,4,High
3405.0,13,100,133.59808322831128,0.6964791323624191,7,No,5,Low
1821.0,48,32,64.19504580774124,0.9071309290153002,2,No,7,Medium
9732.0,9,164,143.37602473849614,0.3264414822434628,5,Yes,8,Low
5552.0,44,29,117.77958453134485,0.8386941083208969,4,Yes,3,Low
2647.0,42,179,80.16094066303047,0.44000873955760833,5,No,6,Low
5023.0,26,152,,0.8312418010730992,2,No,9,Medium
288.0,13,165,81.57039905056331,0.54440981609096,7,No,5,High
559.0,19,34,113.83990696525869,0.8719383276489122,6,No,4,High
2336.0,48,169,87.00391945664526,0.9053591839236876,3,Yes,9,Low
4546.0,17,185,127.45026255572328,0.6378794881157039,4,No,4,Low
680.0,16,106,167.34123701327496,0.5568642611481205,6,Yes,3,High
